Approved.symbol	Previous.symbols	Alias.symbols	NCBI.Gene.ID	Ensembl.gene.ID
HNRNPA1P2	HNRPA1P2	dJ372B18.1	100131609	ENSG00000237285
HNRNPA1P3	HNRPA1P3	dJ447F3.1	170524	ENSG00000226188
HNRNPA1P4	HNRPA1P4	NA	389674	ENSG00000206228
HNRNPA1P5	NA	NA	100506712	ENSG00000259512
HNRNPA1P6	HNRPA1L, HNRNPA1L, HNRNPA1L1	NA	729423	ENSG00000229887
HNRNPA1P7	HNRPA1L3	NA	388275	ENSG00000215492
HNRNPA1P8	NA	NA	402562	ENSG00000229251
HNRNPA1P9	NA	NA	100421389	ENSG00000231956
HNRNPA1P10	NA	NA	664709	ENSG00000214223
HNRNPA1P11	NA	NA	100128044	ENSG00000264315
HNRNPA1P12	NA	NA	644037	ENSG00000220157
HNRNPA1P13	NA	NA	100131130	ENSG00000213568
HNRNPA1P14	NA	NA	100421351	ENSG00000227638
HNRNPA1P15	NA	NA	100421353	ENSG00000214761
HNRNPA1P16	NA	NA	440396	ENSG00000262333
HNRNPA1P17	NA	NA	100421376	ENSG00000243188
HNRNPA1P18	NA	NA	100874400	ENSG00000229910
HNRNPA1P19	NA	NA	100874402	ENSG00000218454
HNRNPA1P20	NA	NA	344741	ENSG00000205412
HNRNPA1P21	NA	NA	344697	ENSG00000228168
HNRNPA1P22	NA	NA	729102	ENSG00000236459
HNRNPA1P23	NA	NA	100130002	ENSG00000240236
HNRNPA1P24	NA	NA	100874396	ENSG00000241947
HNRNPA1P25	NA	NA	100131983	ENSG00000231206
HNRNPA1P26	NA	NA	664722	ENSG00000239345
HNRNPA1P27	NA	NA	664721	ENSG00000233680
HNRNPA1P28	NA	NA	100288038	ENSG00000230170
HNRNPA1P29	NA	NA	100421424	ENSG00000235784
HNRNPA1P30	NA	NA	440125	ENSG00000233780
HNRNPA1P31	NA	NA	100506925	ENSG00000227862
HNRNPA1P32	NA	NA	645940	ENSG00000213778
HNRNPA1P33	NA	NA	728643	ENSG00000213412
HNRNPA1P34	NA	NA	100996501	ENSG00000213049
HNRNPA1P35	NA	NA	645691	ENSG00000225695
HNRNPA1P36	NA	NA	100128836	ENSG00000231942
HNRNPA1P37	NA	NA	100421379	ENSG00000218574
HNRNPA1P38	NA	NA	100421384	ENSG00000253605
HNRNPA1P39	NA	NA	402112	ENSG00000237804
HNRNPA1P40	NA	NA	100129920	ENSG00000212961
HNRNPA1P41	NA	NA	100128701	ENSG00000220937
HNRNPA1P42	NA	NA	100287266	ENSG00000233615
HNRNPA1P43	NA	NA	400769	ENSG00000214204
HNRNPA1P44	NA	NA	100421432	ENSG00000249271
HNRNPA1P45	NA	NA	100130660	ENSG00000259411
HNRNPA1P46	NA	NA	100421399	ENSG00000228020
HNRNPA1P47	NA	NA	100287191	ENSG00000236695
HNRNPA1P48	NA	NA	642659	ENSG00000224578
HNRNPA1P49	NA	NA	NA	ENSG00000233231
HNRNPA1P50	NA	NA	728170	ENSG00000257195
HNRNPA1P51	NA	NA	729366	ENSG00000234491
HNRNPA1P52	NA	NA	645001	ENSG00000269119
HNRNPA1P53	NA	NA	728732	ENSG00000229534
HNRNPA1P54	NA	NA	100421398	ENSG00000236539
HNRNPA1P55	NA	NA	642958	ENSG00000249920
HNRNPA1P56	NA	NA	391670	ENSG00000248640
HNRNPA1P57	NA	NA	101060039	ENSG00000237442
HNRNPA1P58	NA	NA	100289286	ENSG00000219582
HNRNPA1P59	NA	NA	730246	ENSG00000230280
HNRNPA1P60	NA	NA	120364	ENSG00000233497
HNRNPA1P61	NA	NA	100288283	ENSG00000187999
HNRNPA1P62	NA	NA	NA	ENSG00000259228
HNRNPA1P63	NA	NA	645436	ENSG00000227453
HNRNPA1P64	NA	NA	100129325	ENSG00000213559
HNRNPA1P65	NA	NA	NA	ENSG00000248444
HNRNPA1P66	NA	NA	391378	ENSG00000229221
HNRNPA1P67	NA	NA	728019	ENSG00000270665
HNRNPA1P68	NA	NA	100421397	ENSG00000230946
HNRNPA1P69	NA	NA	NA	ENSG00000257332
HNRNPA1P70	NA	NA	341333	ENSG00000236946
HNRNPA1P71	NA	NA	100421433	ENSG00000259686
HNRNPA1P72	NA	NA	NA	ENSG00000254713
HNRNPA1P73	NA	NA	100129606	ENSG00000236569
HNRNPA1P74	NA	NA	100421430	ENSG00000259550
HNRNPA1P75	NA	NA	NA	NA
HNRNPA1P76	NA	NA	NA	ENSG00000255141
HNRNPA1P77	NA	NA	100421378	NA
HNRNPA2B1	HNRPA2B1	NA	3181	ENSG00000122566
HNRNPA3	HNRPA3	NA	220988	ENSG00000170144
HNRNPA3P1	HNRPA3, HNRPA3P1	FBRNP, D10S102	10151	ENSG00000226790
HNRNPA3P2	HNRPA3P, HNRPA3P2	dJ977B1.2	170526	ENSG00000227688
HNRNPA3P3	NA	NA	643689	ENSG00000214653
HNRNPA3P4	NA	NA	389395	ENSG00000226068
HNRNPA3P5	NA	NA	387933	ENSG00000236565
HNRNPA3P6	NA	NA	653115	ENSG00000213300
HNRNPA3P7	NA	NA	100421357	ENSG00000253119
HNRNPA3P8	NA	NA	100129557	ENSG00000239699
HNRNPA3P9	NA	NA	100421415	ENSG00000270903
HNRNPA3P10	NA	NA	100421413	ENSG00000257851
HNRNPA3P11	NA	NA	100421431	ENSG00000260689
HNRNPA3P12	NA	NA	100421395	ENSG00000219102
HNRNPA3P13	NA	NA	441026	ENSG00000250826
HNRNPA3P14	NA	NA	729817	ENSG00000224494
HNRNPA3P15	NA	NA	NA	ENSG00000225636
HNRNPA3P16	NA	NA	100421451	ENSG00000267233
HNRNPAB	HNRPAB	ABBP1, FLJ40338	3182	ENSG00000197451
HNRNPABP1	NA	NA	390294	ENSG00000255734
HNRNPC	HNRPC	NA	3183	ENSG00000092199
HNRNPCL1	HNRPCL1	NA	343069	ENSG00000179172
HNRNPCL2	HNRNPCP5	NA	440563	ENSG00000275774
HNRNPCL3	NA	NA	649330	ENSG00000277058
HNRNPCL4	NA	NA	101060301	ENSG00000179412
HNRNPCP1	HNRPCP	NA	319133	ENSG00000258900
HNRNPCP2	NA	NA	653447	ENSG00000204253
HNRNPCP3	NA	NA	646956	ENSG00000259419
HNRNPCP4	NA	NA	100421828	ENSG00000263179
HNRNPCP6	NA	NA	100421794	ENSG00000213305
HNRNPCP7	NA	NA	100127907	ENSG00000228653
HNRNPCP8	NA	NA	100131842	ENSG00000254748
HNRNPCP9	NA	NA	100130196	ENSG00000232048
HNRNPCP10	NA	NA	100129229	ENSG00000215054
HNRNPD	AUF1, HNRPD	NA	3184	ENSG00000138668
HNRNPDL	HNRPDL, LGMD1G	JKTBP, laAUF1	9987	ENSG00000152795
HNRNPDLP1	NA	NA	100128595	ENSG00000226307
HNRNPDLP2	NA	NA	100128061	ENSG00000234890
HNRNPDLP3	NA	NA	106481662	ENSG00000236185
HNRNPDLP4	NA	NA	100421657	ENSG00000270837
HNRNPDLP5	NA	NA	112351742	NA
HNRNPDP1	HNRPDP, HNRNPDP	AUF1B, AUF1P	8251	ENSG00000232794
HNRNPDP2	NA	NA	NA	ENSG00000217811
HNRNPF	HNRPF	NA	3185	ENSG00000169813
HNRNPFP1	NA	NA	644449	ENSG00000227538
HNRNPH1	HNRPH1	hnRNPH	3187	ENSG00000169045
HNRNPH1P1	NA	NA	100132803	ENSG00000220305
HNRNPH1P2	NA	NA	100129368	ENSG00000213924
HNRNPH1P3	NA	NA	402216	ENSG00000248854
HNRNPH2	HNRPH2	hnRNPH', FTP3, HNRPH'	3188	ENSG00000126945
HNRNPH3	HNRPH3	2H9	3189	ENSG00000096746
HNRNPH3P1	NA	NA	NA	ENSG00000230247
HNRNPK	HNRPK	CSBP, TUNP	3190	ENSG00000165119
HNRNPKP1	NA	NA	389322	ENSG00000250859
HNRNPKP2	NA	NA	389053	ENSG00000227347
HNRNPKP3	NA	NA	399881	NA
HNRNPKP4	NA	NA	644063	ENSG00000243547
HNRNPKP5	NA	NA	NA	ENSG00000250662
HNRNPL	HNRPL	NA	3191	ENSG00000104824
HNRNPLL	HNRPLL	NA	92906	ENSG00000143889
HNRNPLP1	NA	NA	442157	ENSG00000233503
HNRNPLP2	NA	NA	644390	ENSG00000259917
HNRNPM	NAGR1, HNRPM	HTGR1, HNRNPM4, HNRPM4, CEAR	4670	ENSG00000099783
HNRNPMP1	NA	NA	645204	ENSG00000259335
HNRNPMP2	NA	NA	390948	ENSG00000269576
HNRNPR	HNRPR	hnRNP-R	10236	ENSG00000125944
HNRNPRP1	NA	NA	100125387	ENSG00000223984
HNRNPRP2	NA	NA	100421354	ENSG00000255047
HNRNPRP3	NA	NA	100421323	NA
HNRNPU	HNRPU, HNRNPU-AS1, C1orf199, NCRNA00201	SAF-A, FLJ37978, FLJ30202	3192	ENSG00000153187
HNRNPU-AS1~withdrawn	C1orf199, NCRNA00201	FLJ37978, FLJ30202	NA	NA
HNRNPUL1	HNRPUL1	E1B-AP5, E1BAP5, FLJ12944	11100	ENSG00000105323
HNRNPUL2	HNRPUL2	DKFZp762N1910	221092	ENSG00000214753
HNRNPUL2-BSCL2	NA	NA	100534595	ENSG00000234857
HNRNPUP1	HNRPUP	NA	319134	ENSG00000259051
HNRPG~withdrawn	NA	NA	NA	NA
HOAC	NA	ULG4	NA	NA
HOATZ	C11orf88	FLJ46266	399949	ENSG00000183644
HOGA1	C10orf65, DHDPSL	FLJ37472, DHDPS2, NPL2	112817	ENSG00000241935
HOKPP~withdrawn	NA	NA	NA	NA
HOMER1	NA	Ves-1, SYN47, HOMER-1B	9456	ENSG00000152413
HOMER2	NA	CPD, Cupidin, Vesl-2, HOMER-2B, HOMER-2, HOMER-2A, DFNA68	9455	ENSG00000103942
HOMER2P1	NA	NA	317768	ENSG00000228966
HOMER2P2	NA	NA	317769	ENSG00000238275
HOMER3	NA	HOMER-3	9454	ENSG00000051128
HOMER3-AS1	NA	NA	102724360	ENSG00000269019
HOMEZ	KIAA1443	NA	57594	ENSG00000215271
HOMG~withdrawn	HSH	NA	NA	NA
HOMG2~withdrawn	NA	NA	NA	NA
HOOK1	NA	HK1	51361	ENSG00000134709
HOOK2	NA	HK2	29911	ENSG00000095066
HOOK3	NA	HK3	84376	ENSG00000168172
HOPS~withdrawn	NA	NA	NA	NA
HOPX	NA	LAGY, HOP, OB1, NECC1, SMAP31	84525	ENSG00000171476
HORMAD1	NA	DKFZP434A1315, CT46	84072	ENSG00000143452
HORMAD2	NA	MGC26710, CT46.2	150280	ENSG00000176635
HORMAD2-AS1	NA	MTMR3-AS1, NONHSAG033653	101929664	ENSG00000227117
HOS~withdrawn	NA	NA	NA	NA
HOTAIR	NA	HOXC-AS4, HOXC11-AS1, NCRNA00072	100124700	ENSG00000228630
HOTAIRM1	NA	HOXA-AS1, NCRNA00179, HOXA1-AS1	100506311	ENSG00000233429
HOTTIP	NCRNA00213	HOXA-AS6, RP1-170O19.3, HOXA13-AS1	100316868	ENSG00000243766
HOX1A~withdrawn	NA	NA	NA	NA
HOX1B~withdrawn	NA	NA	NA	NA
HOX1C~withdrawn	NA	NA	NA	NA
HOX1D~withdrawn	NA	NA	NA	NA
HOX1E~withdrawn	NA	NA	NA	NA
HOX1F~withdrawn	NA	NA	NA	NA
HOX1G~withdrawn	NA	NA	NA	NA
HOX1H~withdrawn	NA	NA	NA	NA
HOX1I~withdrawn	NA	NA	NA	NA
HOX1J~withdrawn	NA	NA	NA	NA
HOX2@~withdrawn	NA	NA	NA	NA
HOX2A~withdrawn	NA	NA	NA	NA
HOX2B~withdrawn	NA	NA	NA	NA
HOX2C~withdrawn	NA	NA	NA	NA
HOX2D~withdrawn	NA	NA	NA	NA
HOX2E~withdrawn	NA	NA	NA	NA
HOX2F~withdrawn	NA	NA	NA	NA
HOX2G~withdrawn	NA	NA	NA	NA
HOX2H~withdrawn	NA	NA	NA	NA
HOX2I~withdrawn	NA	NA	NA	NA
HOX3@~withdrawn	NA	NA	NA	NA
HOX3A~withdrawn	NA	NA	NA	NA
HOX3B~withdrawn	NA	NA	NA	NA
HOX3C~withdrawn	NA	NA	NA	NA
HOX3D~withdrawn	NA	NA	NA	NA
HOX3E~withdrawn	NA	NA	NA	NA
HOX3F~withdrawn	NA	NA	NA	NA
HOX3G~withdrawn	NA	NA	NA	NA
HOX3H~withdrawn	NA	NA	NA	NA
HOX4@~withdrawn	NA	NA	NA	NA
HOX4A~withdrawn	NA	NA	NA	NA
HOX4B~withdrawn	NA	NA	NA	NA
HOX4C~withdrawn	NA	NA	NA	NA
HOX4D~withdrawn	NA	NA	NA	NA
HOX4E~withdrawn	NA	NA	NA	NA
HOX4F~withdrawn	NA	NA	NA	NA
HOX4G~withdrawn	NA	NA	NA	NA
HOX4H~withdrawn	NA	NA	NA	NA
HOX4I~withdrawn	NA	NA	NA	NA
HOX7~withdrawn	NA	NA	NA	NA
HOX10~withdrawn	NA	NA	NA	NA
HOXA-AS2	NA	HOXA3as	285943	ENSG00000253552
HOXA-AS3	NA	HOXA6as	100133311	ENSG00000254369
HOXA@	HOX1@	NA	NA	NA
HOXA1	HOX1F, HOX1	NA	3198	ENSG00000105991
HOXA2	HOX1K	NA	3199	ENSG00000105996
HOXA3	HOX1E, HOX1	NA	3200	ENSG00000105997
HOXA4	HOX1D, HOX1	NA	3201	ENSG00000197576
HOXA5	HOX1C, HOX1	NA	3202	ENSG00000106004
HOXA6	HOX1B, HOX1	NA	3203	ENSG00000106006
HOXA7	HOX1A, HOX1	NA	3204	ENSG00000122592
HOXA9	HOX1G, HOX1	NA	3205	ENSG00000078399
HOXA10	HOX1H, HOX1	NA	3206	ENSG00000253293
HOXA10-AS	HOXA-AS4	NA	100874323	ENSG00000253187
HOXA11	HOX1I, HOX1	NA	3207	ENSG00000005073
HOXA11-AS	HOXA11AS	HOXA11-AS1, HOXA11S, HOXA-AS5, NCRNA00076	221883	ENSG00000240990
HOXA13	HOX1J, HOX1	NA	3209	ENSG00000106031
HOXB-AS1	NA	NA	NA	ENSG00000230148
HOXB-AS2	NA	NA	NA	ENSG00000239552
HOXB-AS3	NA	NA	404266	ENSG00000233101
HOXB-AS4	NA	NA	NA	ENSG00000242207
HOXB@	HOX2@	NA	NA	NA
HOXB1	HOX2, HOX2I	NA	3211	ENSG00000120094
HOXB2	HOX2, HOX2H	NA	3212	ENSG00000173917
HOXB3	HOX2, HOX2G	NA	3213	ENSG00000120093
HOXB4	HOX2, HOX2F	NA	3214	ENSG00000182742
HOXB5	HOX2, HOX2A	NA	3215	ENSG00000120075
HOXB6	HOX2, HOX2B	NA	3216	ENSG00000108511
HOXB7	HOX2, HOX2C	NA	3217	ENSG00000260027
HOXB8	HOX2, HOX2D	NA	3218	ENSG00000120068
HOXB9	HOX2E, HOX2	NA	3219	ENSG00000170689
HOXB13	NA	NA	10481	ENSG00000159184
HOXC-AS1	NA	NA	100874363	ENSG00000250451
HOXC-AS2	NA	NA	NA	ENSG00000250133
HOXC-AS3	NA	NA	NA	ENSG00000251151
HOXC@	HOX3@	NA	NA	NA
HOXC4	HOX3, HOX3E	NA	3221	ENSG00000198353
HOXC5	HOX3D, HOX3	NA	3222	ENSG00000172789
HOXC6	HOX3C, HOX3	NA	3223	ENSG00000197757
HOXC8	HOX3, HOX3A	NA	3224	ENSG00000037965
HOXC9	HOX3, HOX3B	NA	3225	ENSG00000180806
HOXC10	HOX3I	NA	3226	ENSG00000180818
HOXC11	HOX3H	NA	3227	ENSG00000123388
HOXC12	HOX3, HOX3F, HOC3F	NA	3228	ENSG00000123407
HOXC13	HOX3, HOX3G	NA	3229	ENSG00000123364
HOXC13-AS	HOXC-AS5	NA	100874366	ENSG00000249641
HOXD-AS2	NA	NA	100506783	ENSG00000237380
HOXD@	HOX4@	NA	NA	NA
HOXD1	HOX4, HOX4G	NA	3231	ENSG00000128645
HOXD3	HOX4A, HOX4, HOX1D	NA	3232	ENSG00000128652
HOXD4	HOX4B, HOX4	NA	3233	ENSG00000170166
HOXD8	HOX4, HOX4E	NA	3234	ENSG00000175879
HOXD9	HOX4C, HOX4	NA	3235	ENSG00000128709
HOXD10	HOX4, HOX4D	NA	3236	ENSG00000128710
HOXD11	HOX4, HOX4F	NA	3237	ENSG00000128713
HOXD12	HOX4H	NA	3238	ENSG00000170178
HOXD13	HOX4I, SPD	NA	3239	ENSG00000128714
HP	NA	NA	3240	ENSG00000257017
HP1BP3	NA	HP1-BP74	50809	ENSG00000127483
HPAFP~withdrawn	NA	NA	NA	NA
HPC1	NA	NA	NA	NA
HPCA	DYT2	NA	3208	ENSG00000121905
HPCAL1	NA	BDR1, HLP2, VILIP-3	3241	ENSG00000115756
HPCAL4	NA	HLP4, DKFZp761G122	51440	ENSG00000116983
HPCX	NA	NA	NA	NA
HPD	PPD	4-HPPD, 4HPPD, GLOD3	3242	ENSG00000158104
HPDL	GLOXD1	MGC15668, 4-HPPD-L	84842	ENSG00000186603
HPDR~withdrawn	NA	NA	NA	NA
HPE1	NA	NA	NA	NA
HPE2~withdrawn	NA	NA	NA	NA
HPE3~withdrawn	NA	NA	NA	NA
HPE4~withdrawn	NA	NA	NA	NA
HPF1	C4orf27	FLJ20534	54969	ENSG00000056050
HPFH2	NA	NA	NA	NA
HPGD	NA	SDR36C1	3248	ENSG00000164120
HPGDS	NA	GSTS, PGDS, H-PGDS, PGD2, GSTS1-1, GSTS1	27306	ENSG00000163106
HPLH1	NA	FHL1	NA	NA
HPN	NA	TMPRSS1	3249	ENSG00000105707
HPN-AS1	NA	NA	100128675	ENSG00000227392
HPP1	FPH1	NA	NA	NA
HPR	NA	NA	3250	ENSG00000261701
HPRT1	HPRT	HGPRT	3251	ENSG00000165704
HPRT1P1	NA	NA	100130067	ENSG00000251644
HPRT1P2	HPRTP2	NA	3254	ENSG00000250587
HPRT1P3	HPRTP3, HPRTP4	NA	3255	ENSG00000256752
HPRT2	NA	NA	NA	NA
HPRTP1	NA	NA	NA	NA
HPRTP4~withdrawn	NA	NA	NA	NA
HPS1	HPS	BLOC3S1	3257	ENSG00000107521
HPS3	NA	SUTAL, BLOC2S1	84343	ENSG00000163755
HPS4	NA	KIAA1667, LE, BLOC3S2	89781	ENSG00000100099
HPS5	NA	BLOC2S2, AIBP63, RU2	11234	ENSG00000110756
HPS6	NA	FLJ22501, BLOC2S3	79803	ENSG00000166189
HPSE	NA	HPA, HSE1, HPSE1	10855	ENSG00000173083
HPSE2	UFS	HPA2, HPR2	60495	ENSG00000172987
HPT	NA	HYPX	NA	NA
HPV6AI1	NA	NA	3259	NA
HPV18I1	HPV18I, D8S37	NA	3260	NA
HPV18I2	NA	PAL2	3261	NA
HPVC1	NA	PE5L, HPV18E5L	NA	NA
HPVE6A~withdrawn	NA	NA	NA	NA
HPX	NA	NA	3263	ENSG00000110169
HPYR1	NA	HPRG1, NCRNA00027, LINC00027	93668	ENSG00000253521
HR	ALUNC	AU	55806	ENSG00000168453
HRAS	HRAS1	NA	3265	ENSG00000174775
HRC	NA	MGC133236	3270	ENSG00000130528
HRCT1	NA	LGLL338, PRO537, UNQ338	646962	ENSG00000196196
HRD~withdrawn	NA	NA	NA	NA
HRES1	NA	HRES-1/p28, HRES-1	3272	NA
HRG	NA	HRGP, HPRG	3273	ENSG00000113905
HRH1	NA	NA	3269	ENSG00000196639
HRH2	NA	NA	3274	ENSG00000113749
HRH3	NA	GPCR97	11255	ENSG00000101180
HRH4	NA	H4R, HH4R, AXOR35, GPCR105, GPRv53	59340	ENSG00000134489
HRK	NA	DP5	8739	ENSG00000135116
HRMT1L5~withdrawn	NA	PRMT5	NA	NA
HRNR	NA	S100a18, S100A16, FLG3	388697	ENSG00000197915
HROB	C17orf53	MGC3130	78995	ENSG00000125319
HRP1~withdrawn	NA	NA	NA	NA
HRPT1~withdrawn	NA	FIHP	NA	NA
HS1BP3	NA	HS1-BP3,FLJ14249	64342	ENSG00000118960
HS1BP3-IT1	NA	NA	NA	ENSG00000231948
HS2ST1	NA	KIAA0448	9653	ENSG00000153936
HS3ST1	NA	3OST1	9957	ENSG00000002587
HS3ST2	NA	3OST2	9956	ENSG00000122254
HS3ST3A1	NA	3OST3A1, 30ST3A1	9955	ENSG00000153976
HS3ST3B1	NA	3OST3B1, 30ST3B1	9953	ENSG00000125430
HS3ST4	NA	3OST4	9951	ENSG00000182601
HS3ST5	NA	3-OST-5	222537	ENSG00000249853
HS3ST6	HS3ST5	NA	64711	ENSG00000162040
HS6ST1	HS6ST	NA	9394	ENSG00000136720
HS6ST1P1	HS6ST1P	NA	388605	ENSG00000187952
HS6ST2	NA	NA	90161	ENSG00000171004
HS6ST2-AS1	NA	NA	NA	ENSG00000235849
HS6ST3	NA	NA	266722	ENSG00000185352
HSAS1~withdrawn	NA	NA	NA	NA
HSBP1	NA	NA	3281	ENSG00000230989
HSBP1L1	NA	FLJ10967, MGC189743	440498	ENSG00000226742
HSBP1P1	NA	NA	326296	ENSG00000258650
HSBP1P2	NA	NA	100288483	ENSG00000166530
HSC~withdrawn	NA	NA	NA	NA
HSCB	NA	HSC20, DNAJC20, Jac1	150274	ENSG00000100209
HSCR~withdrawn	NA	NA	NA	NA
HSCR1~withdrawn	NA	NA	NA	NA
HSCR2~withdrawn	HSCR	NA	NA	NA
HSD3B1	HSDB3, HSD3B	SDR11E1	3283	ENSG00000203857
HSD3B2	NA	SDR11E2	3284	ENSG00000203859
HSD3B7	NA	C(27)-3BETA-HSD, SDR11E3	80270	ENSG00000099377
HSD3BP1	NA	NA	391076	ENSG00000187481
HSD3BP2	NA	NA	440606	ENSG00000203858
HSD3BP3	NA	NA	441900	ENSG00000249798
HSD3BP4	NA	NA	128102	ENSG00000203855
HSD3BP5	NA	NA	391081	ENSG00000198857
HSD11B1	HSD11B, HSD11	SDR26C1	3290	ENSG00000117594
HSD11B1-AS1	NA	NA	101930114	ENSG00000227591
HSD11B1L	NA	SCDR10, SDR26C2, HSD1L	374875	ENSG00000167733
HSD11B2	NA	SDR9C3	3291	ENSG00000176387
HSD17B1	EDHB17, EDH17B2	HSD17, MGC138140, SDR28C1	3292	ENSG00000108786
HSD17B1P1	EDHB17, EDH17B1, HSD17BP1	SDR28C1P1	643646	ENSG00000108785
HSD17B2	NA	HSD17, SDR9C2	3294	ENSG00000086696
HSD17B3	NA	SDR12C2	3293	ENSG00000130948
HSD17B3-AS1	NA	ENST00000448857	105376162	ENSG00000232283
HSD17B4	NA	MFE-2, DBP, SDR8C1	3295	ENSG00000133835
HSD17B5~withdrawn	NA	NA	NA	NA
HSD17B6	NA	HSE, RODH, SDR9C6	8630	ENSG00000025423
HSD17B7	NA	PRAP, SDR37C1	51478	ENSG00000132196
HSD17B7P1	NA	NA	148818	ENSG00000232908
HSD17B7P2	NA	HSD17B7, bA291L22.1	158160	ENSG00000099251
HSD17B8	FABGL	HKE6, D6S2245E, RING2, KE6, H2-KE6, SDR30C1	7923	ENSG00000204228
HSD17B10	HADH2, MRXS10	ERAB, MHBD, 17b-HSD10, ABAD, SDR5C1, MRPP2, CAMR	3028	ENSG00000072506
HSD17B11	DHRS8	RetSDR2, 17-BETA-HSD11, 17-BETA-HSDXI, PAN1B, SDR16C2	51170	ENSG00000198189
HSD17B12	NA	KAR, SDR12C1	51144	ENSG00000149084
HSD17B13	NA	SCDR9, SDR16C3	345275	ENSG00000170509
HSD17B14	DHRS10	retSDR3, SDR47C1	51171	ENSG00000087076
HSDL1	NA	SDR12C3	83693	ENSG00000103160
HSDL2	C9orf99	SDR13C1	84263	ENSG00000119471
HSF1	NA	HSTF1	3297	ENSG00000185122
HSF2	NA	NA	3298	ENSG00000025156
HSF2BP	NA	MEILB2	11077	ENSG00000160207
HSF4	CTM	NA	3299	ENSG00000102878
HSF5	NA	FLJ40311	124535	ENSG00000176160
HSFX1	NA	LW-1	100506164	ENSG00000171116
HSFX2	NA	NA	100130086	ENSG00000268738
HSFX3	NA	NA	101928917	ENSG00000283697
HSFX4	NA	NA	101927685	ENSG00000283463
HSFY1	HSFY	HSF2L	86614	ENSG00000172468
HSFY1P1	CECR8	HSFYP1, HSFYL1	27437	ENSG00000229027
HSFY2	NA	FLJ25453	159119	ENSG00000169953
HSFY3P	HSFYP2	NA	442479	ENSG00000227289
HSFY4P	NA	NA	643987	ENSG00000224482
HSFY5P	NA	NA	NA	ENSG00000232475
HSFY6P	NA	NA	NA	ENSG00000224169
HSFY7P	NA	NA	NA	ENSG00000228571
HSFY8P	NA	NA	NA	ENSG00000233156
HSH2D	NA	ALX, HSH2, FLJ14886	84941	ENSG00000196684
HSN1~withdrawn	NA	HSAN1	NA	NA
HSN2~withdrawn	NA	HSAN2	NA	NA
HSP90AA1	HSPC1, HSPCA	Hsp89, Hsp90, FLJ31884, HSP90N	3320	ENSG00000080824
HSP90AA2P	HSPCAL3, HSP90AA2	HSPCA, HSP90ALPHA	3324	ENSG00000224411
HSP90AA3P	HSPCAL1	NA	3322	ENSG00000231434
HSP90AA4P	HSPCAL2	NA	3323	ENSG00000205100
HSP90AA5P	NA	NA	730211	ENSG00000205955
HSP90AA6P	NA	NA	441051	ENSG00000181359
HSP90AB1	HSPC2, HSPCB	NA	3326	ENSG00000096384
HSP90AB2P	NA	HSP90BB	391634	ENSG00000205940
HSP90AB3P	HSPCP1	NA	3327	ENSG00000183199
HSP90AB4P	NA	NA	664618	ENSG00000282100
HSP90AB5P	NA	NA	442083	NA
HSP90AB6P	NA	NA	541611	ENSG00000235137
HSP90AB7P	NA	NA	644495	ENSG00000235838
HSP90B1	TRA1	GP96, GRP94	7184	ENSG00000166598
HSP90B2P	TRAP1, TRA1P1, HSPCP2	GRP94P1, GRP94b	7190	ENSG00000259706
HSP90B3P	TRAP2, TRA1P2	GRP94c	343477	ENSG00000203914
HSPA1A	HSPA1	HSP70-1	3303	ENSG00000204389
HSPA1B	NA	HSP70-2	3304	ENSG00000204388
HSPA1L	NA	HSP70-HOM, hum70t	3305	ENSG00000204390
HSPA2	NA	NA	3306	ENSG00000126803
HSPA3	NA	NA	NA	NA
HSPA4	NA	HS24/P52, HSPH2	3308	ENSG00000170606
HSPA4L	NA	APG-1, Osp94, HSPH3	22824	ENSG00000164070
HSPA5	GRP78	BiP	3309	ENSG00000044574
HSPA5P1	NA	NA	400750	ENSG00000215895
HSPA6	NA	HSP70B'	3310	ENSG00000173110
HSPA7	NA	HSP70B	3311	ENSG00000225217
HSPA8	HSPA10	HSC71, HSC70, HSP73	3312	ENSG00000109971
HSPA8P1	HSPAP1	NA	3314	ENSG00000234176
HSPA8P2	NA	NA	100420133	NA
HSPA8P3	NA	NA	100420143	ENSG00000234788
HSPA8P4	NA	NA	100420028	ENSG00000248610
HSPA8P5	NA	NA	399988	ENSG00000256356
HSPA8P6	NA	NA	130195	ENSG00000235864
HSPA8P7	NA	NA	100420080	ENSG00000224773
HSPA8P8	NA	NA	100287551	ENSG00000229091
HSPA8P9	NA	NA	402143	ENSG00000241478
HSPA8P10	NA	NA	100420004	NA
HSPA8P11	NA	NA	392209	ENSG00000248159
HSPA8P12	NA	NA	100420038	NA
HSPA8P13	NA	NA	NA	ENSG00000253425
HSPA8P14	NA	NA	642580	ENSG00000257539
HSPA8P15	NA	NA	100420051	ENSG00000219395
HSPA8P16	NA	NA	100289643	ENSG00000224059
HSPA8P17	NA	NA	100533658	ENSG00000228557
HSPA8P18	NA	NA	NA	ENSG00000232953
HSPA8P19	NA	NA	100420049	ENSG00000251614
HSPA8P20	NA	NA	100129231	ENSG00000234564
HSPA9	HSPA9B	GRP75, PBP74, mot-2, mthsp75	3313	ENSG00000113013
HSPA9A	NA	mot-1	NA	NA
HSPA9P1	HSPA9BP, HSPA9P	NA	266724	ENSG00000226666
HSPA9P2	NA	NA	NA	NA
HSPA10~withdrawn	NA	NA	NA	NA
